participant_ID,position,validity,trial,phase,response,rt
P147,right,valid,22,inhale,correct,0.423849
P147,left,invalid,23,inhale,correct,0.3592848
P147,right,valid,24,inhale,correct,0.4808493
P147,left,invalid,25,inhale,correct,0.3853265
P147,left,valid,26,inhale,correct,0.4851892
P147,right,valid,27,inhale,correct,0.4834892
P147,catch,catch,28,inhale,correct,NA
P147,right,valid,29,inhale,correct,0.4631957
P147,right,valid,30,inhale,correct,0.4034856
P147,left,valid,31,inhale,correct,0.4824986
P147,right,valid,32,inhale,correct,0.4057147
P147,left,invalid,33,inhale,correct,0.3769114
P147,catch,catch,34,inhale,incorrect,0.330033
P147,right,valid,35,inhale,correct,0.4665404
P147,left,invalid,36,inhale,correct,0.4283469
P147,right,invalid,37,inhale,correct,0.5168978
P147,right,invalid,38,inhale,correct,0.5097133
P147,right,valid,39,inhale,correct,0.352693
P147,right,invalid,40,inhale,correct,0.5195644
P147,catch,catch,41,inhale,correct,NA
P147,left,valid,42,inhale,correct,0.3789669
P147,catch,catch,43,inhale,correct,NA
P147,right,invalid,44,inhale,correct,0.4114285
P147,right,invalid,45,inhale,correct,0.4572136
P147,right,valid,46,inhale,correct,0.6455968
P147,left,valid,47,inhale,correct,0.358437
P147,left,invalid,48,inhale,correct,0.4446749
P147,catch,catch,49,inhale,correct,NA
P147,left,valid,50,inhale,correct,0.5410143
P147,left,valid,51,inhale,correct,0.4887167
P147,left,invalid,52,inhale,correct,0.4768308
P147,left,valid,53,inhale,correct,0.4684972
P147,catch,catch,54,inhale,correct,NA
P147,right,invalid,55,inhale,correct,0.4054386
P147,left,valid,56,inhale,correct,0.6087904
P147,right,valid,57,inhale,correct,0.4313931
P147,left,invalid,58,inhale,correct,0.3665753
P147,right,invalid,59,inhale,correct,0.6128322
P147,catch,catch,0,exhale,correct,NA
P147,catch,catch,1,exhale,correct,NA
P147,right,invalid,2,exhale,correct,0.459008
P147,right,invalid,3,exhale,correct,0.4553546
P147,left,valid,4,exhale,correct,0.7943498
P147,left,invalid,5,exhale,correct,0.4631359
P147,right,valid,6,exhale,correct,0.4171156
P147,left,invalid,7,exhale,correct,0.5494617
P147,left,valid,8,exhale,correct,0.3969474
P147,left,invalid,9,exhale,correct,0.3283526
P147,right,invalid,10,exhale,correct,0.2912877
P147,left,invalid,11,exhale,correct,0.4382495
P147,right,valid,12,exhale,correct,0.4242756
P147,catch,catch,13,exhale,correct,NA
P147,left,invalid,14,exhale,correct,0.3705438
P147,left,valid,15,exhale,correct,0.3503327
P147,catch,catch,16,exhale,correct,NA
P147,catch,catch,17,exhale,correct,NA
P147,right,invalid,18,exhale,correct,0.4623276
P147,catch,catch,19,exhale,correct,NA
P147,right,invalid,20,exhale,correct,0.458872
P147,left,valid,21,exhale,correct,0.4105909
P147,right,valid,22,exhale,correct,0.506832
P147,left,invalid,23,exhale,correct,0.5029687
P147,right,valid,24,exhale,correct,0.3311097
P147,left,invalid,25,exhale,correct,0.7807419
P147,left,valid,26,exhale,correct,0.5585948
P147,right,valid,27,exhale,correct,0.4643692
P147,catch,catch,28,exhale,incorrect,0.3503245
P147,right,valid,29,exhale,correct,0.558084
P147,right,valid,30,exhale,correct,0.3844734
P147,left,valid,31,exhale,correct,0.5030373
P147,right,valid,32,exhale,correct,0.6673427
P147,left,invalid,33,exhale,correct,0.4493729
P147,catch,catch,34,exhale,correct,NA
P147,right,valid,35,exhale,correct,0.5532614
P147,left,invalid,36,exhale,correct,0.8784504
P147,right,invalid,37,exhale,correct,0.4231972
P147,right,invalid,38,exhale,correct,0.4773115
P147,right,valid,39,exhale,correct,0.9787041
P147,right,invalid,40,exhale,correct,0.458094
P147,catch,catch,41,exhale,correct,NA
P147,left,valid,42,exhale,correct,0.6043228
P147,catch,catch,43,exhale,correct,NA
P147,right,invalid,44,exhale,correct,0.4227
P147,right,invalid,45,exhale,correct,0.4483935
P147,right,valid,46,exhale,correct,0.453865
P147,left,valid,47,exhale,correct,0.3871821
P147,left,invalid,48,exhale,correct,0.4955863
P147,catch,catch,49,exhale,correct,NA
P147,left,valid,50,exhale,correct,0.5949034
P147,left,valid,51,exhale,correct,0.4846765
P147,left,invalid,52,exhale,correct,0.6196602
P147,left,valid,53,exhale,correct,0.3635802
P147,catch,catch,54,exhale,incorrect,0.5110669
P147,right,invalid,55,exhale,correct,0.4075907
P147,left,valid,56,exhale,correct,0.5942259
P147,right,valid,57,exhale,correct,0.5710697
P147,left,invalid,58,exhale,correct,0.4259866
P147,right,invalid,59,exhale,correct,0.3782061
P148,catch,catch,0,exhale,correct,NA
P148,catch,catch,1,exhale,correct,NA
P148,right,invalid,2,exhale,correct,0.4572701
P148,right,invalid,3,exhale,correct,0.5102432
P148,left,valid,4,exhale,correct,0.3773945
P148,left,invalid,5,exhale,correct,0.3357719
P148,right,valid,6,exhale,correct,0.3408725
P148,left,invalid,7,exhale,correct,0.3674213
P148,left,valid,8,exhale,correct,0.2730669
P148,left,invalid,9,exhale,correct,0.4783203
P148,right,invalid,10,exhale,correct,0.3981366
P148,left,invalid,11,exhale,correct,0.3769421
P148,right,valid,12,exhale,correct,0.3439519
P148,catch,catch,13,exhale,correct,NA
P148,left,invalid,14,exhale,correct,0.338359
P148,left,valid,15,exhale,correct,0.3514331
P148,catch,catch,16,exhale,correct,NA
P148,catch,catch,17,exhale,correct,NA
P148,right,invalid,18,exhale,correct,0.4769751
P148,catch,catch,19,exhale,correct,NA
P148,right,invalid,20,exhale,correct,0.402501
P148,left,valid,21,exhale,correct,0.5330784
P148,right,valid,22,exhale,correct,0.399795
P148,left,invalid,23,exhale,correct,0.4034056
P148,right,valid,24,exhale,correct,0.2926542
P148,left,invalid,25,exhale,correct,0.4110032
P148,left,valid,26,exhale,correct,0.425722
P148,right,valid,27,exhale,correct,1.1441642
P148,catch,catch,28,exhale,correct,NA
P148,right,valid,29,exhale,correct,0.7314124
P148,right,valid,30,exhale,correct,0.3987834
P148,left,valid,31,exhale,correct,0.3672695
P148,right,valid,32,exhale,correct,0.3673525
P148,left,invalid,33,exhale,correct,0.3787349
P148,catch,catch,34,exhale,incorrect,0.3484144
P148,right,valid,35,exhale,correct,0.5849961
P148,left,invalid,36,exhale,correct,0.3975084
P148,right,invalid,37,exhale,correct,0.3388535
P148,right,invalid,38,exhale,correct,0.3652814
P148,right,valid,39,exhale,correct,0.3888679
P148,right,invalid,40,exhale,correct,0.2656435
P148,catch,catch,41,exhale,correct,NA
P148,left,valid,42,exhale,correct,0.527227
P148,catch,catch,43,exhale,correct,NA
P148,right,invalid,44,exhale,correct,0.3784877
P148,right,invalid,45,exhale,correct,0.3826785
P148,right,valid,46,exhale,correct,0.392033
P148,left,valid,47,exhale,correct,0.3244773
P148,left,invalid,48,exhale,correct,0.422832
P148,catch,catch,49,exhale,correct,NA
P148,left,valid,50,exhale,correct,0.3801099
P148,left,valid,51,exhale,correct,0.3657478
P148,left,invalid,52,exhale,correct,0.4152025
P148,left,valid,53,exhale,correct,0.3549352
P148,catch,catch,54,exhale,correct,NA
P148,right,invalid,55,exhale,correct,0.4616948
P148,left,valid,56,exhale,correct,0.3889757
P148,right,valid,57,exhale,correct,0.4237427
P148,left,invalid,58,exhale,correct,0.4434887
P148,right,invalid,59,exhale,correct,0.4884922
P148,catch,catch,0,inhale,correct,NA
P148,catch,catch,1,inhale,correct,NA
P148,right,invalid,2,inhale,correct,0.5440339
P148,right,invalid,3,inhale,correct,0.4619746
P148,left,valid,4,inhale,correct,0.830949
P148,left,invalid,5,inhale,correct,0.3343931
P148,right,valid,6,inhale,correct,0.4446084
P148,left,invalid,7,inhale,correct,0.3998744
P148,left,valid,8,inhale,correct,0.4201416
P148,left,invalid,9,inhale,correct,0.3815634
P148,right,invalid,10,inhale,correct,0.3098284
P148,left,invalid,11,inhale,correct,0.3927649
P148,right,valid,12,inhale,correct,0.2931361
P148,catch,catch,13,inhale,correct,NA
P148,left,invalid,14,inhale,correct,0.3706666
P148,left,valid,15,inhale,correct,0.369253
P148,catch,catch,16,inhale,correct,NA
P148,catch,catch,17,inhale,correct,NA
P148,right,invalid,18,inhale,correct,0.424881
P148,catch,catch,19,inhale,correct,NA
P148,right,invalid,20,inhale,correct,0.3318917
P148,left,valid,21,inhale,correct,0.3300386
P148,right,valid,22,inhale,correct,0.3318926
P148,left,invalid,23,inhale,correct,0.4110605
P148,right,valid,24,inhale,correct,0.3324815
P148,left,invalid,25,inhale,correct,0.3545528
P148,left,valid,26,inhale,correct,0.3237437
P148,right,valid,27,inhale,correct,0.3999126
P148,catch,catch,28,inhale,correct,NA
P148,right,valid,29,inhale,correct,0.4083007
P148,right,valid,30,inhale,correct,0.3360113
P148,left,valid,31,inhale,correct,0.3149239
P148,right,valid,32,inhale,correct,0.2440067
P148,left,invalid,33,inhale,correct,0.3188264
P148,catch,catch,34,inhale,correct,NA
P148,right,valid,35,inhale,correct,0.3380495
P148,left,invalid,36,inhale,correct,0.3338334
P148,right,invalid,37,inhale,correct,0.3312977
P148,right,invalid,38,inhale,correct,0.3733279
P148,right,valid,39,inhale,correct,0.3172177
P148,right,invalid,40,inhale,correct,0.2859365
P148,catch,catch,41,inhale,correct,NA
P148,left,valid,42,inhale,correct,0.42678
P148,catch,catch,43,inhale,correct,NA
P148,right,invalid,44,inhale,correct,0.3902126
P148,right,invalid,45,inhale,correct,0.431427
P148,right,valid,46,inhale,correct,0.2858555
P148,left,valid,47,inhale,correct,0.3584375
P148,left,invalid,48,inhale,correct,0.2989473
P148,catch,catch,49,inhale,incorrect,0.2973845
P148,left,valid,50,inhale,correct,0.4404733
P148,left,valid,51,inhale,correct,0.4007878
P148,left,invalid,52,inhale,correct,0.7222742
P148,left,valid,53,inhale,correct,0.3715309
P148,catch,catch,54,inhale,correct,NA
P148,right,invalid,55,inhale,correct,0.4947571
P148,left,valid,56,inhale,correct,0.3785527
P148,right,valid,57,inhale,correct,0.3563337
P148,left,invalid,58,inhale,correct,0.3800438
P148,right,invalid,59,inhale,correct,0.3736254
P149,catch,catch,0,inhale,correct,NA
P149,catch,catch,1,inhale,correct,NA
P149,right,invalid,2,inhale,correct,0.3645843
P149,right,invalid,3,inhale,correct,0.3191615
P149,left,valid,4,inhale,correct,0.368801
P149,left,invalid,5,inhale,correct,0.3775111
P149,right,valid,6,inhale,correct,0.3351229
P149,left,invalid,7,inhale,correct,0.3190487
P149,left,valid,8,inhale,correct,0.3630849
P149,left,invalid,9,inhale,correct,0.3411497
P149,right,invalid,10,inhale,correct,0.2888654
P149,left,invalid,11,inhale,correct,0.3641586
P149,right,valid,12,inhale,correct,0.3433089
P149,catch,catch,13,inhale,correct,NA
P149,left,invalid,14,inhale,correct,0.3677452
P149,left,valid,15,inhale,correct,0.3999156
P149,catch,catch,16,inhale,correct,NA
P149,catch,catch,17,inhale,correct,NA
P149,right,invalid,18,inhale,correct,0.4628452
P149,catch,catch,19,inhale,correct,NA
P149,right,invalid,20,inhale,correct,0.4546462
P149,left,valid,21,inhale,correct,0.4258409
P149,right,valid,22,inhale,correct,0.3950455
P149,left,invalid,23,inhale,correct,0.3569229
P149,right,valid,24,inhale,correct,0.3339843
P149,left,invalid,25,inhale,correct,0.3453155
P149,left,valid,26,inhale,correct,0.3655434
P149,right,valid,27,inhale,correct,0.381834
P149,catch,catch,28,inhale,correct,NA
P149,right,valid,29,inhale,correct,0.3909688
P149,right,valid,30,inhale,correct,0.3177497
P149,left,valid,31,inhale,correct,0.374222
P149,right,valid,32,inhale,correct,0.3065094
P149,left,invalid,33,inhale,correct,0.314925
P149,catch,catch,34,inhale,correct,NA
P149,right,valid,35,inhale,correct,0.3510118
P149,left,invalid,36,inhale,correct,0.4180269
P149,right,invalid,37,inhale,correct,0.3726478
P149,right,invalid,38,inhale,correct,0.4242261
P149,right,valid,39,inhale,correct,0.4161764
P149,right,invalid,40,inhale,correct,0.4353682
P149,catch,catch,41,inhale,correct,NA
P149,left,valid,42,inhale,correct,0.4998077
P149,catch,catch,43,inhale,correct,NA
P149,right,invalid,44,inhale,correct,0.4404023
P149,right,invalid,45,inhale,correct,0.4034916
P149,right,valid,46,inhale,correct,0.345892
P149,left,valid,47,inhale,correct,0.3998196
P149,left,invalid,48,inhale,correct,0.4482702
P149,catch,catch,49,inhale,correct,NA
P149,left,valid,50,inhale,correct,0.4275112
P149,left,valid,51,inhale,correct,0.3706172
P149,left,invalid,52,inhale,correct,0.4041242
P149,left,valid,53,inhale,correct,0.3585531
P149,catch,catch,54,inhale,correct,NA
P149,right,invalid,55,inhale,correct,0.3740551
P149,left,valid,56,inhale,correct,0.3625298
P149,right,valid,57,inhale,correct,0.394756
P149,left,invalid,58,inhale,correct,0.4559692
P149,right,invalid,59,inhale,correct,0.4327996
P149,catch,catch,0,exhale,correct,NA
P149,catch,catch,1,exhale,correct,NA
P149,right,invalid,2,exhale,correct,0.41622
P149,right,invalid,3,exhale,correct,0.3606972
P149,left,valid,4,exhale,correct,0.3398801
P149,left,invalid,5,exhale,correct,0.4633438
P149,right,valid,6,exhale,correct,0.4080707
P149,left,invalid,7,exhale,correct,0.4376268
P149,left,valid,8,exhale,correct,0.3632135
P149,left,invalid,9,exhale,correct,0.385287
P149,right,invalid,10,exhale,correct,0.3339302
P149,left,invalid,11,exhale,correct,0.3074887
P149,right,valid,12,exhale,correct,0.3682684
P149,catch,catch,13,exhale,correct,NA
P149,left,invalid,14,exhale,correct,0.4046635
P149,left,valid,15,exhale,correct,0.37748
P149,catch,catch,16,exhale,correct,NA
P149,catch,catch,17,exhale,correct,NA
P149,right,invalid,18,exhale,correct,0.3570507
P149,catch,catch,19,exhale,correct,NA
P149,right,invalid,20,exhale,correct,0.3694905
P149,left,valid,21,exhale,correct,0.3908586
P149,right,valid,22,exhale,correct,0.346371
P149,left,invalid,23,exhale,correct,0.4532131
P149,right,valid,24,exhale,correct,0.3914796
P149,left,invalid,25,exhale,correct,0.3656966
P149,left,valid,26,exhale,correct,0.3448339
P149,right,valid,27,exhale,correct,0.3730563
P149,catch,catch,28,exhale,correct,NA
P149,right,valid,29,exhale,correct,0.4145728
P149,right,valid,30,exhale,correct,0.369213
P149,left,valid,31,exhale,correct,0.3363748
P149,right,valid,32,exhale,correct,0.3455853
P149,left,invalid,33,exhale,correct,0.4530475
P149,catch,catch,34,exhale,correct,NA
P149,right,valid,35,exhale,correct,0.3942961
P149,left,invalid,36,exhale,correct,0.3817725
P149,right,invalid,37,exhale,correct,0.3746518
P149,right,invalid,38,exhale,correct,0.3441845
P149,right,valid,39,exhale,correct,0.389305
P149,right,invalid,40,exhale,correct,0.3203664
P149,catch,catch,41,exhale,correct,NA
P149,left,valid,42,exhale,correct,0.4218646
P149,catch,catch,43,exhale,correct,NA
P149,right,invalid,44,exhale,correct,0.7432479
P149,right,invalid,45,exhale,correct,0.5140725
P149,right,valid,46,exhale,correct,0.51465
P149,left,valid,47,exhale,correct,0.5230272
P149,left,invalid,48,exhale,correct,0.5704903
P149,catch,catch,49,exhale,correct,NA
P149,left,valid,50,exhale,correct,0.3926842
P149,left,valid,51,exhale,correct,0.317845
P149,left,invalid,52,exhale,correct,0.4105619
P149,left,valid,53,exhale,correct,0.3857903
P149,catch,catch,54,exhale,correct,NA
P149,right,invalid,55,exhale,correct,0.4800127
P149,left,valid,56,exhale,correct,0.463728
P149,right,valid,57,exhale,correct,0.519989
P149,left,invalid,58,exhale,correct,0.5231562
P149,right,invalid,59,exhale,correct,0.347097
P150,catch,catch,0,exhale,correct,NA
P150,catch,catch,1,exhale,correct,NA
P150,right,invalid,2,exhale,correct,0.4930735
P150,right,invalid,3,exhale,correct,0.4313038
P150,left,valid,4,exhale,correct,0.4246527
P150,left,invalid,5,exhale,correct,0.3726476
P150,right,valid,6,exhale,correct,0.4285226
P150,left,invalid,7,exhale,correct,0.497651
P150,left,valid,8,exhale,correct,0.4565326
P150,left,invalid,9,exhale,correct,0.3868158
P150,right,invalid,10,exhale,correct,0.3600975
P150,left,invalid,11,exhale,correct,0.422423
P150,right,valid,12,exhale,correct,0.4258177
P150,catch,catch,13,exhale,correct,NA
P150,left,invalid,14,exhale,correct,0.4337091
P150,left,valid,15,exhale,correct,0.5151197
P150,catch,catch,16,exhale,correct,NA
P150,catch,catch,17,exhale,correct,NA
P150,right,invalid,18,exhale,correct,0.5371788
P150,catch,catch,19,exhale,correct,NA
P150,right,invalid,20,exhale,correct,0.4178359
P150,left,valid,21,exhale,correct,0.5019417
P150,right,valid,22,exhale,correct,0.4057785
P150,left,invalid,23,exhale,correct,0.6087014
P150,right,valid,24,exhale,correct,0.4613325
P150,left,invalid,25,exhale,correct,0.3853457
P150,left,valid,26,exhale,correct,0.4150993
P150,right,valid,27,exhale,correct,0.4032995
P150,catch,catch,28,exhale,correct,NA
P150,right,valid,29,exhale,correct,0.4003351
P150,right,valid,30,exhale,correct,0.5381885
P150,left,valid,31,exhale,correct,0.4745537
P150,right,valid,32,exhale,correct,0.5175308
P150,left,invalid,33,exhale,correct,0.6949094
P150,catch,catch,34,exhale,correct,NA
P150,right,valid,35,exhale,correct,0.3840037
P150,left,invalid,36,exhale,correct,0.5302131
P150,right,invalid,37,exhale,correct,0.4162568
P150,right,invalid,38,exhale,correct,0.4274987
P150,right,valid,39,exhale,correct,0.3746298
P150,right,invalid,40,exhale,correct,0.4271474
P150,catch,catch,41,exhale,correct,NA
P150,left,valid,42,exhale,correct,0.4132184
P150,catch,catch,43,exhale,correct,NA
P150,right,invalid,44,exhale,correct,1.0223599
P150,right,invalid,45,exhale,correct,0.54925
P150,right,valid,46,exhale,correct,0.3374586
P150,left,valid,47,exhale,correct,0.4437636
P150,left,invalid,48,exhale,correct,0.5008128
P150,catch,catch,49,exhale,correct,NA
P150,left,valid,50,exhale,correct,0.4334339
P150,left,valid,51,exhale,correct,0.4441397
P150,left,invalid,52,exhale,correct,0.4447803
P150,left,valid,53,exhale,correct,0.475853
P150,catch,catch,54,exhale,correct,NA
P150,right,invalid,55,exhale,correct,0.4570892
P150,left,valid,56,exhale,correct,0.3907948
P150,right,valid,57,exhale,correct,0.3949102
P150,left,invalid,58,exhale,correct,0.4288904
P150,right,invalid,59,exhale,correct,0.5114783
P150,catch,catch,0,inhale,correct,NA
P150,catch,catch,1,inhale,correct,NA
P150,right,invalid,2,inhale,correct,0.5056252
P150,right,invalid,3,inhale,correct,0.3803352
P150,left,valid,4,inhale,correct,0.9819055
P150,left,invalid,5,inhale,correct,0.393795
P150,right,valid,6,inhale,correct,0.7601927
P150,left,invalid,7,inhale,correct,0.449802
P150,left,valid,8,inhale,correct,0.3133534
P150,left,invalid,9,inhale,correct,0.3667478
P150,right,invalid,10,inhale,correct,0.3991964
P150,left,invalid,11,inhale,correct,0.3365952
P150,right,valid,12,inhale,correct,0.3436138
P150,catch,catch,13,inhale,incorrect,0.3367066
P150,left,invalid,14,inhale,correct,0.4354767
P150,left,valid,15,inhale,correct,0.7598937
P150,catch,catch,16,inhale,correct,NA
P150,catch,catch,17,inhale,correct,NA
P150,right,invalid,18,inhale,correct,0.4342747
P150,catch,catch,19,inhale,correct,NA
P150,right,invalid,20,inhale,correct,0.484046
P150,left,valid,21,inhale,correct,0.3605039
P150,right,valid,22,inhale,correct,0.4223695
P150,left,invalid,23,inhale,correct,0.367563
P150,right,valid,24,inhale,correct,0.4220541
P150,left,invalid,25,inhale,correct,0.4104545
P150,left,valid,26,inhale,correct,0.3245078
P150,right,valid,27,inhale,correct,0.3134882
P150,catch,catch,28,inhale,correct,NA
P150,right,valid,29,inhale,correct,0.4324461
P150,right,valid,30,inhale,correct,0.3757138
P150,left,valid,31,inhale,correct,0.3496251
P150,right,valid,32,inhale,correct,0.3574641
P150,left,invalid,33,inhale,correct,0.5140954
P150,catch,catch,34,inhale,correct,NA
P150,right,valid,35,inhale,correct,0.4077016
P150,left,invalid,36,inhale,correct,0.3958561
P150,right,invalid,37,inhale,correct,0.4967392
P150,right,invalid,38,inhale,correct,0.4081711
P150,right,valid,39,inhale,correct,0.3679905
P150,right,invalid,40,inhale,correct,0.4029454
P150,catch,catch,41,inhale,correct,NA
P150,left,valid,42,inhale,correct,0.3987661
P150,catch,catch,43,inhale,incorrect,0.3418922
P150,right,invalid,44,inhale,correct,0.483206
P150,right,invalid,45,inhale,correct,0.3429268
P150,right,valid,46,inhale,correct,0.3345447
P150,left,valid,47,inhale,correct,0.2933051
P150,left,invalid,48,inhale,correct,0.2636657
P150,catch,catch,49,inhale,incorrect,0.2818841
P150,left,valid,50,inhale,correct,0.3838199
P150,left,valid,51,inhale,correct,0.4076333
P150,left,invalid,52,inhale,correct,0.2264704
P150,left,valid,53,inhale,correct,0.4346144
P150,catch,catch,54,inhale,correct,NA
P150,right,invalid,55,inhale,correct,0.3014083
P150,left,valid,56,inhale,correct,0.3065893
P150,right,valid,57,inhale,correct,0.3047584
P150,left,invalid,58,inhale,correct,0.2182596
P150,right,invalid,59,inhale,correct,0.2306199
P151,catch,catch,0,inhale,correct,NA
P151,catch,catch,1,inhale,correct,NA
P151,right,invalid,2,inhale,correct,0.356685
P151,right,invalid,3,inhale,correct,0.3402495
P151,left,valid,4,inhale,correct,0.3234979
P151,left,invalid,5,inhale,correct,0.2326208
P151,right,valid,6,inhale,correct,0.2998677
P151,left,invalid,7,inhale,correct,0.2445722
P151,left,valid,8,inhale,correct,0.1864813
P151,left,invalid,9,inhale,correct,0.1903942
P151,right,invalid,10,inhale,correct,0.2229732
P151,left,invalid,11,inhale,correct,0.249226
P151,right,valid,12,inhale,correct,0.2272994
P151,catch,catch,13,inhale,incorrect,0.2159066
P151,left,invalid,14,inhale,correct,0.3014064
P151,left,valid,15,inhale,correct,0.3349259
P151,catch,catch,16,inhale,incorrect,0.2400453
P151,catch,catch,17,inhale,correct,NA
P151,right,invalid,18,inhale,correct,0.4238846
P151,catch,catch,19,inhale,correct,NA
P151,right,invalid,20,inhale,correct,0.3303584
P151,left,valid,21,inhale,correct,0.3227717
P151,right,valid,22,inhale,correct,0.2669724
P151,left,invalid,23,inhale,correct,0.2736924
P151,right,valid,24,inhale,correct,0.2181957
P151,left,invalid,25,inhale,correct,0.2717734
P151,left,valid,26,inhale,correct,0.2681943
P151,right,valid,27,inhale,correct,0.237906
P151,catch,catch,28,inhale,incorrect,0.3231575
P151,right,valid,29,inhale,correct,0.3940551
P151,right,valid,30,inhale,correct,0.3414771
P151,left,valid,31,inhale,correct,0.3260919
P151,right,valid,32,inhale,correct,0.2278651
P151,left,invalid,33,inhale,correct,0.2985507
P151,catch,catch,34,inhale,correct,NA
P151,right,valid,35,inhale,correct,0.3534343
P151,left,invalid,36,inhale,correct,0.3521786
P151,right,invalid,37,inhale,correct,0.3364333
P151,right,invalid,38,inhale,correct,0.2380827
P151,right,valid,39,inhale,correct,0.2933669
P151,right,invalid,40,inhale,correct,0.2604601
P151,catch,catch,41,inhale,correct,NA
P151,left,valid,42,inhale,correct,0.2839814
P151,catch,catch,43,inhale,correct,NA
P151,right,invalid,44,inhale,correct,0.3554967
P151,right,invalid,45,inhale,correct,0.3541267
P151,right,valid,46,inhale,correct,0.3018895
P151,left,valid,47,inhale,correct,0.3316332
P151,left,invalid,48,inhale,correct,0.2925298
P151,catch,catch,49,inhale,correct,NA
P151,left,valid,50,inhale,correct,0.2597983
P151,left,valid,51,inhale,correct,0.3159253
P151,left,invalid,52,inhale,correct,0.2926379
P151,left,valid,53,inhale,correct,0.2986613
P151,catch,catch,54,inhale,correct,NA
P151,right,invalid,55,inhale,correct,0.259341
P151,left,valid,56,inhale,correct,0.2221
P151,right,valid,57,inhale,correct,0.3713652
P151,left,invalid,58,inhale,correct,0.4053792
P151,right,invalid,59,inhale,correct,0.3633566
P151,catch,catch,0,exhale,correct,NA
P151,catch,catch,1,exhale,correct,NA
P151,right,invalid,2,exhale,correct,0.3154803
P151,right,invalid,3,exhale,correct,0.2641061
P151,left,valid,4,exhale,correct,0.3279602
P151,left,invalid,5,exhale,correct,0.2691454
P151,right,valid,6,exhale,correct,0.3069659
P151,left,invalid,7,exhale,correct,0.3162461
P151,left,valid,8,exhale,correct,0.2643038
P151,left,invalid,9,exhale,correct,0.2743566
P151,right,invalid,10,exhale,correct,0.3190703
P151,left,invalid,11,exhale,correct,0.3088181
P151,right,valid,12,exhale,correct,0.3622608
P151,catch,catch,13,exhale,correct,NA
P151,left,invalid,14,exhale,correct,0.3258285
P151,left,valid,15,exhale,correct,0.3358851
P151,catch,catch,16,exhale,correct,NA
P151,catch,catch,17,exhale,correct,NA
P151,right,invalid,18,exhale,correct,0.351714
P151,catch,catch,19,exhale,correct,NA
P151,right,invalid,20,exhale,correct,0.3261509
P151,left,valid,21,exhale,correct,0.4562226
P151,right,valid,22,exhale,correct,0.3683253
P151,left,invalid,23,exhale,correct,0.3122035
P151,right,valid,24,exhale,correct,0.3371939
P151,left,invalid,25,exhale,correct,0.3130521
P151,left,valid,26,exhale,correct,0.276769
P151,right,valid,27,exhale,correct,0.2858189
P151,catch,catch,28,exhale,incorrect,0.263509
P151,right,valid,29,exhale,correct,0.3440803
P151,right,valid,30,exhale,correct,0.3292983
P151,left,valid,31,exhale,correct,0.3441177
P151,right,valid,32,exhale,correct,0.3202314
P151,left,invalid,33,exhale,correct,0.325546
P151,catch,catch,34,exhale,correct,NA
P151,right,valid,35,exhale,correct,0.3116751
P151,left,invalid,36,exhale,correct,0.3028985
P151,right,invalid,37,exhale,correct,0.3981475
P151,right,invalid,38,exhale,correct,0.2049455
P151,right,valid,39,exhale,correct,0.3344611
P151,right,invalid,40,exhale,correct,0.306696
P151,catch,catch,41,exhale,correct,NA
P151,left,valid,42,exhale,correct,0.332281
P151,catch,catch,43,exhale,correct,NA
P151,right,invalid,44,exhale,correct,0.337614
P151,right,invalid,45,exhale,correct,0.3318973
P151,right,valid,46,exhale,correct,0.3088058
P151,left,valid,47,exhale,correct,0.2940725
P151,left,invalid,48,exhale,correct,0.3110207
P151,catch,catch,49,exhale,correct,NA
P151,left,valid,50,exhale,correct,0.330618
P151,left,valid,51,exhale,correct,0.3257905
P151,left,invalid,52,exhale,correct,0.3304722
P151,left,valid,53,exhale,correct,0.3279618
P151,catch,catch,54,exhale,correct,NA
P151,right,invalid,55,exhale,correct,0.4102073
P151,left,valid,56,exhale,correct,0.3578137
P151,right,valid,57,exhale,correct,0.3367307
P151,left,invalid,58,exhale,correct,0.2883909
P151,right,invalid,59,exhale,correct,0.3468372
P152,catch,catch,0,exhale,correct,NA
P152,catch,catch,1,exhale,correct,NA
P152,right,invalid,2,exhale,correct,0.4346385
P152,right,invalid,3,exhale,correct,0.4065593
P152,left,valid,4,exhale,correct,0.3224627
P152,left,invalid,5,exhale,correct,0.4185422
P152,right,valid,6,exhale,correct,0.3315986
P152,left,invalid,7,exhale,correct,0.356886
P152,left,valid,8,exhale,correct,0.2966126
P152,left,invalid,9,exhale,correct,0.3684356
P152,right,invalid,10,exhale,correct,0.3423189
P152,left,invalid,11,exhale,correct,0.4053135
P152,right,valid,12,exhale,correct,0.3942536
P152,catch,catch,13,exhale,correct,NA
P152,left,invalid,14,exhale,correct,0.3864076
P152,left,valid,15,exhale,correct,0.2946485
P152,catch,catch,16,exhale,correct,NA
P152,catch,catch,17,exhale,correct,NA
P152,right,invalid,18,exhale,correct,0.4882807
P152,catch,catch,19,exhale,correct,NA
P152,right,invalid,20,exhale,correct,0.4338303
P152,left,valid,21,exhale,correct,0.4097087
P152,right,valid,22,exhale,correct,0.4039562
P152,left,invalid,23,exhale,correct,0.3306081
P152,right,valid,24,exhale,correct,0.3731772
P152,left,invalid,25,exhale,correct,0.3644455
P152,left,valid,26,exhale,correct,0.401312
P152,right,valid,27,exhale,correct,0.333703
P152,catch,catch,28,exhale,correct,NA
